"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"South Africa 1986","South Africa",1986,"Total Population - Both sexes","1000 persons",34877.834,"Cereals, primary","Production","tonnes",11691051,"Cropland","1000 ha",12900
"South Africa 1987","South Africa",1987,"Total Population - Both sexes","1000 persons",36119.333,"Cereals, primary","Production","tonnes",12096954,"Cropland","1000 ha",12850
"South Africa 1988","South Africa",1988,"Total Population - Both sexes","1000 persons",37393.853,"Cereals, primary","Production","tonnes",12140142,"Cropland","1000 ha",12900
"South Africa 1989","South Africa",1989,"Total Population - Both sexes","1000 persons",38668.684,"Cereals, primary","Production","tonnes",15341300,"Cropland","1000 ha",13000
"South Africa 1990","South Africa",1990,"Total Population - Both sexes","1000 persons",39877.57,"Cereals, primary","Production","tonnes",11558395,"Cropland","1000 ha",13100
"South Africa 1991","South Africa",1991,"Total Population - Both sexes","1000 persons",40910.959,"Cereals, primary","Production","tonnes",11292510.68,"Cropland","1000 ha",13205
"South Africa 1992","South Africa",1992,"Total Population - Both sexes","1000 persons",41760.755,"Cereals, primary","Production","tonnes",5056342.22,"Cropland","1000 ha",13473
"South Africa 1993","South Africa",1993,"Total Population - Both sexes","1000 persons",42525.44,"Cereals, primary","Production","tonnes",12805479.03,"Cropland","1000 ha",13736
"South Africa 1994","South Africa",1994,"Total Population - Both sexes","1000 persons",43267.982,"Cereals, primary","Production","tonnes",15985688.36,"Cropland","1000 ha",13765
"South Africa 1995","South Africa",1995,"Total Population - Both sexes","1000 persons",43986.084,"Cereals, primary","Production","tonnes",7514386.6,"Cropland","1000 ha",13820
"South Africa 1996","South Africa",1996,"Total Population - Both sexes","1000 persons",44661.603,"Cereals, primary","Production","tonnes",13670069.97,"Cropland","1000 ha",13990
"South Africa 1997","South Africa",1997,"Total Population - Both sexes","1000 persons",45285.048,"Cereals, primary","Production","tonnes",13254451.26,"Cropland","1000 ha",14045
"South Africa 1998","South Africa",1998,"Total Population - Both sexes","1000 persons",45852.166,"Cereals, primary","Production","tonnes",10232322.97,"Cropland","1000 ha",14060
"South Africa 1999","South Africa",1999,"Total Population - Both sexes","1000 persons",46364.681,"Cereals, primary","Production","tonnes",10059495.21,"Cropland","1000 ha",14130
"South Africa 2000","South Africa",2000,"Total Population - Both sexes","1000 persons",46813.266,"Cereals, primary","Production","tonnes",14549008.85,"Cropland","1000 ha",14197
"South Africa 2001","South Africa",2001,"Total Population - Both sexes","1000 persons",47229.714,"Cereals, primary","Production","tonnes",10714748.18,"Cropland","1000 ha",14085
"South Africa 2002","South Africa",2002,"Total Population - Both sexes","1000 persons",47661.514,"Cereals, primary","Production","tonnes",13048224.68,"Cropland","1000 ha",14100
"South Africa 2003","South Africa",2003,"Total Population - Both sexes","1000 persons",48104.048,"Cereals, primary","Production","tonnes",11819152.78,"Cropland","1000 ha",14000
"South Africa 2004","South Africa",2004,"Total Population - Both sexes","1000 persons",48556.071,"Cereals, primary","Production","tonnes",12026898.78,"Cropland","1000 ha",13680
"South Africa 2005","South Africa",2005,"Total Population - Both sexes","1000 persons",49017.147,"Cereals, primary","Production","tonnes",14175144.28,"Cropland","1000 ha",13555
"South Africa 2006","South Africa",2006,"Total Population - Both sexes","1000 persons",49491.756,"Cereals, primary","Production","tonnes",9452299.88,"Cropland","1000 ha",12960
"South Africa 2007","South Africa",2007,"Total Population - Both sexes","1000 persons",49996.094,"Cereals, primary","Production","tonnes",9507863.32,"Cropland","1000 ha",12962
"South Africa 2008","South Africa",2008,"Total Population - Both sexes","1000 persons",50565.812,"Cereals, primary","Production","tonnes",15339478.04,"Cropland","1000 ha",13180
"South Africa 2009","South Africa",2009,"Total Population - Both sexes","1000 persons",51170.779,"Cereals, primary","Production","tonnes",14570877.03,"Cropland","1000 ha",13060
"South Africa 2010","South Africa",2010,"Total Population - Both sexes","1000 persons",51784.921,"Cereals, primary","Production","tonnes",14700930.93,"Cropland","1000 ha",12963
"South Africa 2011","South Africa",2011,"Total Population - Both sexes","1000 persons",52443.325,"Cereals, primary","Production","tonnes",12928365.21,"Cropland","1000 ha",12446
"South Africa 2012","South Africa",2012,"Total Population - Both sexes","1000 persons",53145.033,"Cereals, primary","Production","tonnes",14556167.9,"Cropland","1000 ha",12413
"South Africa 2013","South Africa",2013,"Total Population - Both sexes","1000 persons",53873.616,"Cereals, primary","Production","tonnes",14154567.74,"Cropland","1000 ha",12413
"South Africa 2014","South Africa",2014,"Total Population - Both sexes","1000 persons",54729.551,"Cereals, primary","Production","tonnes",16617348.61,"Cropland","1000 ha",12413
"South Africa 2015","South Africa",2015,"Total Population - Both sexes","1000 persons",55876.504,"Cereals, primary","Production","tonnes",12581802.08,"Cropland","1000 ha",12413
"South Africa 2016","South Africa",2016,"Total Population - Both sexes","1000 persons",56422.274,"Cereals, primary","Production","tonnes",10629626.27,"Cropland","1000 ha",12413
"South Africa 2017","South Africa",2017,"Total Population - Both sexes","1000 persons",56641.209,"Cereals, primary","Production","tonnes",19591509.64,"Cropland","1000 ha",12413
"South Africa 2018","South Africa",2018,"Total Population - Both sexes","1000 persons",57339.635,"Cereals, primary","Production","tonnes",15565749.39,"Cropland","1000 ha",12413
"South Africa 2019","South Africa",2019,"Total Population - Both sexes","1000 persons",58087.055,"Cereals, primary","Production","tonnes",13872311.22,"Cropland","1000 ha",12413
"South Africa 2020","South Africa",2020,"Total Population - Both sexes","1000 persons",58801.927,"Cereals, primary","Production","tonnes",18790402.91,"Cropland","1000 ha",12413
"Spain 1961","Spain",1961,"Total Population - Both sexes","1000 persons",30711.863,"Cereals, primary","Production","tonnes",7501313,"Cropland","1000 ha",20730
"Spain 1962","Spain",1962,"Total Population - Both sexes","1000 persons",31052.63,"Cereals, primary","Production","tonnes",9274378,"Cropland","1000 ha",20832
"Spain 1963","Spain",1963,"Total Population - Both sexes","1000 persons",31388.554,"Cereals, primary","Production","tonnes",9418967,"Cropland","1000 ha",20837
"Spain 1964","Spain",1964,"Total Population - Both sexes","1000 persons",31747.643,"Cereals, primary","Production","tonnes",8306768,"Cropland","1000 ha",20553
"Spain 1965","Spain",1965,"Total Population - Both sexes","1000 persons",32112.015,"Cereals, primary","Production","tonnes",8872202,"Cropland","1000 ha",20594
"Spain 1966","Spain",1966,"Total Population - Both sexes","1000 persons",32462.268,"Cereals, primary","Production","tonnes",9233004,"Cropland","1000 ha",20156
"Spain 1967","Spain",1967,"Total Population - Both sexes","1000 persons",32814.224,"Cereals, primary","Production","tonnes",10671297,"Cropland","1000 ha",20482
"Spain 1968","Spain",1968,"Total Population - Both sexes","1000 persons",33157.581,"Cereals, primary","Production","tonnes",11583861,"Cropland","1000 ha",20359
"Spain 1969","Spain",1969,"Total Population - Both sexes","1000 persons",33480.512,"Cereals, primary","Production","tonnes",11452764,"Cropland","1000 ha",20827
"Spain 1970","Spain",1970,"Total Population - Both sexes","1000 persons",33792.617,"Cereals, primary","Production","tonnes",10258842,"Cropland","1000 ha",20519
"Spain 1971","Spain",1971,"Total Population - Both sexes","1000 persons",34133.622,"Cereals, primary","Production","tonnes",13686715,"Cropland","1000 ha",21184
"Spain 1972","Spain",1972,"Total Population - Both sexes","1000 persons",34515.17,"Cereals, primary","Production","tonnes",12076709,"Cropland","1000 ha",21168
"Spain 1973","Spain",1973,"Total Population - Both sexes","1000 persons",34898.147,"Cereals, primary","Production","tonnes",11641386,"Cropland","1000 ha",20979
"Spain 1974","Spain",1974,"Total Population - Both sexes","1000 persons",35329.897,"Cereals, primary","Production","tonnes",13275231,"Cropland","1000 ha",20885
"Spain 1975","Spain",1975,"Total Population - Both sexes","1000 persons",35760.431,"Cereals, primary","Production","tonnes",14206900,"Cropland","1000 ha",20833
"Spain 1976","Spain",1976,"Total Population - Both sexes","1000 persons",36139.064,"Cereals, primary","Production","tonnes",12771144,"Cropland","1000 ha",20659
"Spain 1977","Spain",1977,"Total Population - Both sexes","1000 persons",36513.082,"Cereals, primary","Production","tonnes",13949322,"Cropland","1000 ha",20604
"Spain 1978","Spain",1978,"Total Population - Both sexes","1000 persons",36865.443,"Cereals, primary","Production","tonnes",16339367,"Cropland","1000 ha",20578
"Spain 1979","Spain",1979,"Total Population - Both sexes","1000 persons",37188.965,"Cereals, primary","Production","tonnes",13884855,"Cropland","1000 ha",20528
"Spain 1980","Spain",1980,"Total Population - Both sexes","1000 persons",37491.666,"Cereals, primary","Production","tonnes",18665639,"Cropland","1000 ha",20499
"Spain 1981","Spain",1981,"Total Population - Both sexes","1000 persons",37758.649,"Cereals, primary","Production","tonnes",11576278,"Cropland","1000 ha",20488
"Spain 1982","Spain",1982,"Total Population - Both sexes","1000 persons",37982.149,"Cereals, primary","Production","tonnes",13147918,"Cropland","1000 ha",20487
"Spain 1983","Spain",1983,"Total Population - Both sexes","1000 persons",38169.76,"Cereals, primary","Production","tonnes",13758534,"Cropland","1000 ha",20508
"Spain 1984","Spain",1984,"Total Population - Both sexes","1000 persons",38329.925,"Cereals, primary","Production","tonnes",21032473,"Cropland","1000 ha",20512
"Spain 1985","Spain",1985,"Total Population - Both sexes","1000 persons",38471.92,"Cereals, primary","Production","tonnes",20972014,"Cropland","1000 ha",20416
"Spain 1986","Spain",1986,"Total Population - Both sexes","1000 persons",38590.808,"Cereals, primary","Production","tonnes",16519723,"Cropland","1000 ha",20420
"Spain 1987","Spain",1987,"Total Population - Both sexes","1000 persons",38694.533,"Cereals, primary","Production","tonnes",20697404,"Cropland","1000 ha",20390
"Spain 1988","Spain",1988,"Total Population - Both sexes","1000 persons",38781.722,"Cereals, primary","Production","tonnes",23833792,"Cropland","1000 ha",20368
"Spain 1989","Spain",1989,"Total Population - Both sexes","1000 persons",38847.318,"Cereals, primary","Production","tonnes",19697663,"Cropland","1000 ha",20324
"Spain 1990","Spain",1990,"Total Population - Both sexes","1000 persons",38889.889,"Cereals, primary","Production","tonnes",18761569,"Cropland","1000 ha",20172
"Spain 1991","Spain",1991,"Total Population - Both sexes","1000 persons",38997.063,"Cereals, primary","Production","tonnes",19472661.44,"Cropland","1000 ha",20089
"Spain 1992","Spain",1992,"Total Population - Both sexes","1000 persons",39202.251,"Cereals, primary","Production","tonnes",14495661.07,"Cropland","1000 ha",19947
"Spain 1993","Spain",1993,"Total Population - Both sexes","1000 persons",39420.546,"Cereals, primary","Production","tonnes",17495716.71,"Cropland","1000 ha",19657
"Spain 1994","Spain",1994,"Total Population - Both sexes","1000 persons",39623.725,"Cereals, primary","Production","tonnes",15249059.34,"Cropland","1000 ha",19496
"Spain 1995","Spain",1995,"Total Population - Both sexes","1000 persons",39814.573,"Cereals, primary","Production","tonnes",11593292.98,"Cropland","1000 ha",18753
"Spain 1996","Spain",1996,"Total Population - Both sexes","1000 persons",39996.473,"Cereals, primary","Production","tonnes",22385972.61,"Cropland","1000 ha",19144
"Spain 1997","Spain",1997,"Total Population - Both sexes","1000 persons",40180.05,"Cereals, primary","Production","tonnes",19344464.25,"Cropland","1000 ha",19059
"Spain 1998","Spain",1998,"Total Population - Both sexes","1000 persons",40362.357,"Cereals, primary","Production","tonnes",22579121.88,"Cropland","1000 ha",18516
"Spain 1999","Spain",1999,"Total Population - Both sexes","1000 persons",40542.232,"Cereals, primary","Production","tonnes",18010899.04,"Cropland","1000 ha",18328
"Spain 2000","Spain",2000,"Total Population - Both sexes","1000 persons",40741.651,"Cereals, primary","Production","tonnes",24581638.63,"Cropland","1000 ha",18304
"Spain 2001","Spain",2001,"Total Population - Both sexes","1000 persons",40966.45,"Cereals, primary","Production","tonnes",18078871.22,"Cropland","1000 ha",18044
"Spain 2002","Spain",2002,"Total Population - Both sexes","1000 persons",41477.655,"Cereals, primary","Production","tonnes",21742197.89,"Cropland","1000 ha",17886
"Spain 2003","Spain",2003,"Total Population - Both sexes","1000 persons",42230.27,"Cereals, primary","Production","tonnes",21445314.48,"Cropland","1000 ha",17981
"Spain 2004","Spain",2004,"Total Population - Both sexes","1000 persons",42959.666,"Cereals, primary","Production","tonnes",24842578,"Cropland","1000 ha",17957
"Spain 2005","Spain",2005,"Total Population - Both sexes","1000 persons",43685.374,"Cereals, primary","Production","tonnes",14241390,"Cropland","1000 ha",17844
"Spain 2006","Spain",2006,"Total Population - Both sexes","1000 persons",44422.831,"Cereals, primary","Production","tonnes",19088631,"Cropland","1000 ha",17578
"Spain 2007","Spain",2007,"Total Population - Both sexes","1000 persons",45245.782,"Cereals, primary","Production","tonnes",24538959,"Cropland","1000 ha",17396
"Spain 2008","Spain",2008,"Total Population - Both sexes","1000 persons",45966.538,"Cereals, primary","Production","tonnes",23995338,"Cropland","1000 ha",17272
"Spain 2009","Spain",2009,"Total Population - Both sexes","1000 persons",46367.772,"Cereals, primary","Production","tonnes",17894933,"Cropland","1000 ha",17216
"Spain 2010","Spain",2010,"Total Population - Both sexes","1000 persons",46572.772,"Cereals, primary","Production","tonnes",19880012.93,"Cropland","1000 ha",17221
"Spain 2011","Spain",2011,"Total Population - Both sexes","1000 persons",46729.232,"Cereals, primary","Production","tonnes",22097143,"Cropland","1000 ha",16992
"Spain 2012","Spain",2012,"Total Population - Both sexes","1000 persons",46756.082,"Cereals, primary","Production","tonnes",17547278,"Cropland","1000 ha",17539
"Spain 2013","Spain",2013,"Total Population - Both sexes","1000 persons",46603.459,"Cereals, primary","Production","tonnes",25366791,"Cropland","1000 ha",17133
"Spain 2014","Spain",2014,"Total Population - Both sexes","1000 persons",46464.551,"Cereals, primary","Production","tonnes",20581146.05,"Cropland","1000 ha",17188
"Spain 2015","Spain",2015,"Total Population - Both sexes","1000 persons",46431.342,"Cereals, primary","Production","tonnes",20149310.35,"Cropland","1000 ha",17187.89
"Spain 2016","Spain",2016,"Total Population - Both sexes","1000 persons",46473.315,"Cereals, primary","Production","tonnes",24056790,"Cropland","1000 ha",17033.01
"Spain 2017","Spain",2017,"Total Population - Both sexes","1000 persons",46584.17,"Cereals, primary","Production","tonnes",16653669,"Cropland","1000 ha",16985.167
"Spain 2018","Spain",2018,"Total Population - Both sexes","1000 persons",46792.043,"Cereals, primary","Production","tonnes",25348920,"Cropland","1000 ha",16770.3639
"Spain 2019","Spain",2019,"Total Population - Both sexes","1000 persons",47131.372,"Cereals, primary","Production","tonnes",20589030,"Cropland","1000 ha",16759.8066
"Spain 2020","Spain",2020,"Total Population - Both sexes","1000 persons",47363.807,"Cereals, primary","Production","tonnes",27320900,"Cropland","1000 ha",16646.3951
"Syrian Arab Republic 1961","Syrian Arab Republic",1961,"Total Population - Both sexes","1000 persons",4751.534,"Cereals, primary","Production","tonnes",1142799,"Cropland","1000 ha",6381
"Syrian Arab Republic 1962","Syrian Arab Republic",1962,"Total Population - Both sexes","1000 persons",4894.995,"Cereals, primary","Production","tonnes",2238756,"Cropland","1000 ha",6440
"Syrian Arab Republic 1963","Syrian Arab Republic",1963,"Total Population - Both sexes","1000 persons",5045.245,"Cereals, primary","Production","tonnes",2033301,"Cropland","1000 ha",6541
"Syrian Arab Republic 1964","Syrian Arab Republic",1964,"Total Population - Both sexes","1000 persons",5202.846,"Cereals, primary","Production","tonnes",1791141,"Cropland","1000 ha",6654
"Syrian Arab Republic 1965","Syrian Arab Republic",1965,"Total Population - Both sexes","1000 persons",5368.451,"Cereals, primary","Production","tonnes",1788800,"Cropland","1000 ha",6599
"Syrian Arab Republic 1966","Syrian Arab Republic",1966,"Total Population - Both sexes","1000 persons",5542.003,"Cereals, primary","Production","tonnes",788948,"Cropland","1000 ha",6130
"Syrian Arab Republic 1967","Syrian Arab Republic",1967,"Total Population - Both sexes","1000 persons",5723.306,"Cereals, primary","Production","tonnes",1691715,"Cropland","1000 ha",6130
"Syrian Arab Republic 1968","Syrian Arab Republic",1968,"Total Population - Both sexes","1000 persons",5912.715,"Cereals, primary","Production","tonnes",1167475,"Cropland","1000 ha",5861
"Syrian Arab Republic 1969","Syrian Arab Republic",1969,"Total Population - Both sexes","1000 persons",6111.364,"Cereals, primary","Production","tonnes",1664463,"Cropland","1000 ha",5885
"Syrian Arab Republic 1970","Syrian Arab Republic",1970,"Total Population - Both sexes","1000 persons",6319.199,"Cereals, primary","Production","tonnes",884104,"Cropland","1000 ha",5909
"Syrian Arab Republic 1971","Syrian Arab Republic",1971,"Total Population - Both sexes","1000 persons",6538.526,"Cereals, primary","Production","tonnes",1138861,"Cropland","1000 ha",5908
"Syrian Arab Republic 1972","Syrian Arab Republic",1972,"Total Population - Both sexes","1000 persons",6768.544,"Cereals, primary","Production","tonnes",2563189,"Cropland","1000 ha",6001
"Syrian Arab Republic 1973","Syrian Arab Republic",1973,"Total Population - Both sexes","1000 persons",7003.114,"Cereals, primary","Production","tonnes",725842,"Cropland","1000 ha",5878
"Syrian Arab Republic 1974","Syrian Arab Republic",1974,"Total Population - Both sexes","1000 persons",7244.901,"Cereals, primary","Production","tonnes",2323962,"Cropland","1000 ha",6027
"Syrian Arab Republic 1975","Syrian Arab Republic",1975,"Total Population - Both sexes","1000 persons",7497.126,"Cereals, primary","Production","tonnes",2196641,"Cropland","1000 ha",5476
"Syrian Arab Republic 1976","Syrian Arab Republic",1976,"Total Population - Both sexes","1000 persons",7758.673,"Cereals, primary","Production","tonnes",2919131,"Cropland","1000 ha",5672
"Syrian Arab Republic 1977","Syrian Arab Republic",1977,"Total Population - Both sexes","1000 persons",8029.313,"Cereals, primary","Production","tonnes",1639217,"Cropland","1000 ha",5509
"Syrian Arab Republic 1978","Syrian Arab Republic",1978,"Total Population - Both sexes","1000 persons",8310.217,"Cereals, primary","Production","tonnes",2456051,"Cropland","1000 ha",5588
"Syrian Arab Republic 1979","Syrian Arab Republic",1979,"Total Population - Both sexes","1000 persons",8600.747,"Cereals, primary","Production","tonnes",1763198,"Cropland","1000 ha",5686
"Syrian Arab Republic 1980","Syrian Arab Republic",1980,"Total Population - Both sexes","1000 persons",8898.954,"Cereals, primary","Production","tonnes",3884236,"Cropland","1000 ha",5684
"Syrian Arab Republic 1981","Syrian Arab Republic",1981,"Total Population - Both sexes","1000 persons",9203.635,"Cereals, primary","Production","tonnes",3559272,"Cropland","1000 ha",5759
"Syrian Arab Republic 1982","Syrian Arab Republic",1982,"Total Population - Both sexes","1000 persons",9510.754,"Cereals, primary","Production","tonnes",2283042,"Cropland","1000 ha",5801
"Syrian Arab Republic 1983","Syrian Arab Republic",1983,"Total Population - Both sexes","1000 persons",9835.461,"Cereals, primary","Production","tonnes",2695630,"Cropland","1000 ha",5607
"Syrian Arab Republic 1984","Syrian Arab Republic",1984,"Total Population - Both sexes","1000 persons",10183.138,"Cereals, primary","Production","tonnes",1444371,"Cropland","1000 ha",5654
"Syrian Arab Republic 1985","Syrian Arab Republic",1985,"Total Population - Both sexes","1000 persons",10540.926,"Cereals, primary","Production","tonnes",2542958,"Cropland","1000 ha",5623
"Syrian Arab Republic 1986","Syrian Arab Republic",1986,"Total Population - Both sexes","1000 persons",10907.619,"Cereals, primary","Production","tonnes",3166999,"Cropland","1000 ha",5627
"Syrian Arab Republic 1987","Syrian Arab Republic",1987,"Total Population - Both sexes","1000 persons",11281.107,"Cereals, primary","Production","tonnes",2300477,"Cropland","1000 ha",5630
"Syrian Arab Republic 1988","Syrian Arab Republic",1988,"Total Population - Both sexes","1000 persons",11657.772,"Cereals, primary","Production","tonnes",5001600,"Cropland","1000 ha",5502
"Syrian Arab Republic 1989","Syrian Arab Republic",1989,"Total Population - Both sexes","1000 persons",12034.097,"Cereals, primary","Production","tonnes",1404498,"Cropland","1000 ha",5503
"Syrian Arab Republic 1990","Syrian Arab Republic",1990,"Total Population - Both sexes","1000 persons",12408.996,"Cereals, primary","Production","tonnes",3100767,"Cropland","1000 ha",5626
"Syrian Arab Republic 1991","Syrian Arab Republic",1991,"Total Population - Both sexes","1000 persons",12782.281,"Cereals, primary","Production","tonnes",3288640,"Cropland","1000 ha",5576
"Syrian Arab Republic 1992","Syrian Arab Republic",1992,"Total Population - Both sexes","1000 persons",13156.406,"Cereals, primary","Production","tonnes",4360612,"Cropland","1000 ha",5554
"Syrian Arab Republic 1993","Syrian Arab Republic",1993,"Total Population - Both sexes","1000 persons",13537.06,"Cereals, primary","Production","tonnes",5387053,"Cropland","1000 ha",5426
"Syrian Arab Republic 1994","Syrian Arab Republic",1994,"Total Population - Both sexes","1000 persons",13922.626,"Cereals, primary","Production","tonnes",5393352.46,"Cropland","1000 ha",5487
"Syrian Arab Republic 1995","Syrian Arab Republic",1995,"Total Population - Both sexes","1000 persons",14313.45,"Cereals, primary","Production","tonnes",6095329,"Cropland","1000 ha",5502
"Syrian Arab Republic 1996","Syrian Arab Republic",1996,"Total Population - Both sexes","1000 persons",14708.879,"Cereals, primary","Production","tonnes",5991428,"Cropland","1000 ha",5470
"Syrian Arab Republic 1997","Syrian Arab Republic",1997,"Total Population - Both sexes","1000 persons",15103.996,"Cereals, primary","Production","tonnes",4322580,"Cropland","1000 ha",5521
"Syrian Arab Republic 1998","Syrian Arab Republic",1998,"Total Population - Both sexes","1000 persons",15500.542,"Cereals, primary","Production","tonnes",5271967,"Cropland","1000 ha",5484
"Syrian Arab Republic 1999","Syrian Arab Republic",1999,"Total Population - Both sexes","1000 persons",15901.201,"Cereals, primary","Production","tonnes",3301339,"Cropland","1000 ha",5502
"Syrian Arab Republic 2000","Syrian Arab Republic",2000,"Total Population - Both sexes","1000 persons",16307.654,"Cereals, primary","Production","tonnes",3512791,"Cropland","1000 ha",5352
"Syrian Arab Republic 2001","Syrian Arab Republic",2001,"Total Population - Both sexes","1000 persons",16727.948,"Cereals, primary","Production","tonnes",5161232,"Cropland","1000 ha",5450
"Syrian Arab Republic 2002","Syrian Arab Republic",2002,"Total Population - Both sexes","1000 persons",17164.021,"Cereals, primary","Production","tonnes",5932429,"Cropland","1000 ha",5421
"Syrian Arab Republic 2003","Syrian Arab Republic",2003,"Total Population - Both sexes","1000 persons",17611.356,"Cereals, primary","Production","tonnes",6227315,"Cropland","1000 ha",5478
"Syrian Arab Republic 2004","Syrian Arab Republic",2004,"Total Population - Both sexes","1000 persons",18084.007,"Cereals, primary","Production","tonnes",5281248,"Cropland","1000 ha",5626
"Syrian Arab Republic 2005","Syrian Arab Republic",2005,"Total Population - Both sexes","1000 persons",18583.557,"Cereals, primary","Production","tonnes",5631256,"Cropland","1000 ha",5562
"Syrian Arab Republic 2006","Syrian Arab Republic",2006,"Total Population - Both sexes","1000 persons",19432.009,"Cereals, primary","Production","tonnes",6302288,"Cropland","1000 ha",5587
"Syrian Arab Republic 2007","Syrian Arab Republic",2007,"Total Population - Both sexes","1000 persons",20703.005,"Cereals, primary","Production","tonnes",5010856,"Cropland","1000 ha",5683
"Syrian Arab Republic 2008","Syrian Arab Republic",2008,"Total Population - Both sexes","1000 persons",21474.059,"Cereals, primary","Production","tonnes",2684688,"Cropland","1000 ha",5666
"Syrian Arab Republic 2009","Syrian Arab Republic",2009,"Total Population - Both sexes","1000 persons",21827.22,"Cereals, primary","Production","tonnes",4738674,"Cropland","1000 ha",5664
"Syrian Arab Republic 2010","Syrian Arab Republic",2010,"Total Population - Both sexes","1000 persons",22337.563,"Cereals, primary","Production","tonnes",3900866,"Cropland","1000 ha",5696
"Syrian Arab Republic 2011","Syrian Arab Republic",2011,"Total Population - Both sexes","1000 persons",22730.733,"Cereals, primary","Production","tonnes",4826260,"Cropland","1000 ha",5716
"Syrian Arab Republic 2012","Syrian Arab Republic",2012,"Total Population - Both sexes","1000 persons",22605.577,"Cereals, primary","Production","tonnes",4597674,"Cropland","1000 ha",5731
"Syrian Arab Republic 2013","Syrian Arab Republic",2013,"Total Population - Both sexes","1000 persons",21495.821,"Cereals, primary","Production","tonnes",4205161,"Cropland","1000 ha",5733
"Syrian Arab Republic 2014","Syrian Arab Republic",2014,"Total Population - Both sexes","1000 persons",20072.232,"Cereals, primary","Production","tonnes",2694207.88,"Cropland","1000 ha",5733
"Syrian Arab Republic 2015","Syrian Arab Republic",2015,"Total Population - Both sexes","1000 persons",19205.178,"Cereals, primary","Production","tonnes",4383804,"Cropland","1000 ha",5733
"Syrian Arab Republic 2016","Syrian Arab Republic",2016,"Total Population - Both sexes","1000 persons",18964.252,"Cereals, primary","Production","tonnes",2661613,"Cropland","1000 ha",5733
"Syrian Arab Republic 2017","Syrian Arab Republic",2017,"Total Population - Both sexes","1000 persons",18983.373,"Cereals, primary","Production","tonnes",2934757.33,"Cropland","1000 ha",5733
"Syrian Arab Republic 2018","Syrian Arab Republic",2018,"Total Population - Both sexes","1000 persons",19333.463,"Cereals, primary","Production","tonnes",1733917.83,"Cropland","1000 ha",5733
"Syrian Arab Republic 2019","Syrian Arab Republic",2019,"Total Population - Both sexes","1000 persons",20098.251,"Cereals, primary","Production","tonnes",6356135.92,"Cropland","1000 ha",5733
"Syrian Arab Republic 2020","Syrian Arab Republic",2020,"Total Population - Both sexes","1000 persons",20772.595,"Cereals, primary","Production","tonnes",5322400.4,"Cropland","1000 ha",5733
"Thailand 1961","Thailand",1961,"Total Population - Both sexes","1000 persons",27399.963,"Cereals, primary","Production","tonnes",10768676,"Cropland","1000 ha",11393
"Thailand 1962","Thailand",1962,"Total Population - Both sexes","1000 persons",28242.174,"Cereals, primary","Production","tonnes",11935829,"Cropland","1000 ha",11700
"Thailand 1963","Thailand",1963,"Total Population - Both sexes","1000 persons",29114.124,"Cereals, primary","Production","tonnes",13049143,"Cropland","1000 ha",12160
"Thailand 1964","Thailand",1964,"Total Population - Both sexes","1000 persons",30013.573,"Cereals, primary","Production","tonnes",12555500,"Cropland","1000 ha",12370
"Thailand 1965","Thailand",1965,"Total Population - Both sexes","1000 persons",30940.27,"Cereals, primary","Production","tonnes",12258668,"Cropland","1000 ha",12600
"Thailand 1966","Thailand",1966,"Total Population - Both sexes","1000 persons",31883.754,"Cereals, primary","Production","tonnes",14757800,"Cropland","1000 ha",12850
"Thailand 1967","Thailand",1967,"Total Population - Both sexes","1000 persons",32839.341,"Cereals, primary","Production","tonnes",12465400,"Cropland","1000 ha",13080
"Thailand 1968","Thailand",1968,"Total Population - Both sexes","1000 persons",33807.357,"Cereals, primary","Production","tonnes",13804400,"Cropland","1000 ha",13300
"Thailand 1969","Thailand",1969,"Total Population - Both sexes","1000 persons",34787.583,"Cereals, primary","Production","tonnes",15193700,"Cropland","1000 ha",13500
"Thailand 1970","Thailand",1970,"Total Population - Both sexes","1000 persons",35791.728,"Cereals, primary","Production","tonnes",15857700,"Cropland","1000 ha",13808
"Thailand 1971","Thailand",1971,"Total Population - Both sexes","1000 persons",36807.997,"Cereals, primary","Production","tonnes",16191500,"Cropland","1000 ha",13939
"Thailand 1972","Thailand",1972,"Total Population - Both sexes","1000 persons",37834.384,"Cereals, primary","Production","tonnes",13832200,"Cropland","1000 ha",14750
"Thailand 1973","Thailand",1973,"Total Population - Both sexes","1000 persons",38873.06,"Cereals, primary","Production","tonnes",17381000,"Cropland","1000 ha",15580
"Thailand 1974","Thailand",1974,"Total Population - Both sexes","1000 persons",39900.961,"Cereals, primary","Production","tonnes",16140400,"Cropland","1000 ha",16363
"Thailand 1975","Thailand",1975,"Total Population - Both sexes","1000 persons",40908.471,"Cereals, primary","Production","tonnes",18398868,"Cropland","1000 ha",16680
"Thailand 1976","Thailand",1976,"Total Population - Both sexes","1000 persons",41882.128,"Cereals, primary","Production","tonnes",17897789,"Cropland","1000 ha",16988
"Thailand 1977","Thailand",1977,"Total Population - Both sexes","1000 persons",42843.802,"Cereals, primary","Production","tonnes",15733592,"Cropland","1000 ha",17385
"Thailand 1978","Thailand",1978,"Total Population - Both sexes","1000 persons",43806.715,"Cereals, primary","Production","tonnes",20485617,"Cropland","1000 ha",17776
"Thailand 1979","Thailand",1979,"Total Population - Both sexes","1000 persons",44760.091,"Cereals, primary","Production","tonnes",18828814,"Cropland","1000 ha",18082
